radio,ரேடியோ
pondrairoppiya,போன்றஐரோப்பிய
naadugalil,நாடுகளில்
theyilai,தேயிலை
arimugam,அறிமுகம்
aanathu,ஆனது
</s>,</s>
iththeevil,இத்தீவில்
suttrulaththuraiyai,சுற்றுலாதுறையை
valarkka,வளர்க்க
muyarchikal,முயற்சிகள்
merkollappattuvarugirathu,மேற்கொள்ளப்பட்டுவருகிறது
</s>,</s>
inaigalin,இணைகளின்
saarbiyal,சார்பியல்
nagarvinai,நகர்வினைக்
kavanippathan,கவனிப்பதன்
moolamaaga,மூலமாக
ithanaik,இதனைக்
kandariya,கண்டறிய
mudiyum,முடியும்
</s>,</s>
uthaaranamaaga,உதாரணமாக
1-இருபுரோமோபியூட்டேன்,1
oridaththanavaagum,ஓரிடத்தனவாகும்
</s>,</s>
nilavin,நிலவின்
olimiguntha,ஒளிமிகுந்த
tharaippaguthiyil,தரைப்பகுதியில்
irangiya,இறங்கிய
muthal,முதல்
vinkalamaagum,விண்கலமாகும்
</s>,</s>
sathurangath,சதுரங்கத்
thirappu,திறப்பு
nimso-indhiyath,நிம்சோ-இந்தியத்
thaduppu,தடுப்பு
e49,இ49
</s>,</s>
20,20
vayathil,வயதில்
yen,என்
veetil,வீட்டில்
apple,ஆப்பிள்
niruvanaththai,நிறுவனத்தை
thuvakkinen,துவக்கினேன்
</s>,</s>
veerai,வீரை
yennum,என்னும்
ooril,ஊரில்
vaazhnthavar,வாழ்ந்தவர்
</s>,</s>
russia,ரஷ்ய
ravult,ரவுலட்
yenum,எனும்
soothaattaththin,சூதாட்டத்தின்
thottram,தோற்றம்
pattriya,பற்றிய
varalattru,வரலாற்று
nigazhvodu,நிகழ்வோடு
veru,வேறு
thagavalgalaiyum,தகவல்களையும்
inaiththup,இணைத்துப்
punainthu,புனைந்து
vazhangum,வழங்கும்
uraikkoottraanathu,உரைக்கூற்றானது
russiayargalukkum,ரஷ்யர்களுக்கும்
soothaattangalukkum,சூதாட்டங்களுக்கும்
idaiyilaana,இடையிலான
thodarbai,தொடர்பை
velichchamittuk,வெளிச்சமிட்டுக்
kaatugirathu,காட்டுகிறது
</s>,</s>
kamalaiyum,கமலையும்
yenmanamum,என்மனமும்
kaathaliththu,காதலித்து
vaazhum,வாழும்
</s>,</s>
telugu,தெலுங்கு
tamizh,தமிழ்
malayaalam,மலையாளம்
kannadam,கன்னடம்
pondra,போன்ற
thiraippadangalil,திரைப்படங்களில்
nadiththullaar,நடித்துள்ளார்
</s>,</s>
ulkattamaippu,உள்கட்டமைப்பு
paathukaappu,பாதுகாப்பு
</s>,</s>
kurippaaga,குறிப்பாக
oosunaapruyook,ஓசுனாப்ருயூக்
mattrum,மற்றும்
miyoonsittar,மியூன்சிட்டர்
nagarangal,நகரங்கள்
thernthedukkappattana,தேர்ந்தெடுக்கப்பட்டன
</s>,</s>
pazhanimuthu,பழனிமுத்து
oru,ஒரு
indhiya,இந்திய
arasiyalvaathiyum,அரசியல்வாதியும்
thamizhnattin,தமிழ்நாட்டின்
munaal,முன்னாள்
sattamandra,சட்டமன்ற
uruppinarum,உறுப்பினரும்
aavaar,ஆவார்
</s>,</s>
sivaajiyudan,சிவாஜியுடன்
varalattrup,வரலாற்றுப்
padamaana,படமான
karnan,கர்ணன்
thiraippadaththil,திரைப்படத்தில்
nadiththullar,நடித்துள்ளார்
</s>,</s>
uravuneer,உரவுநீர்
vaiyaththu,வையத்து
odukalam,ஓடுகலம்
karaiyum,கரையும்
</s>,</s>
intha,இந்த
irandu,இரண்டு
izahaigalum,இழைகளும்
oru,ஒரு
thagaval-seyalmuraiyaakka,தகவல்-செயல்முறையாக்க
muzhuchsuttrak,முழுச்சுற்றைக்
looppaik,லூப்பைக்
kondirukinrana,கொண்டிருக்கின்றன
inthath,இந்தத்
tharavuththalangalil,தரவுத்தளங்களில்
yethaavathu,ஏதாவது
ondrai,ஒன்றை
kaiyaala,கையாள
vendiya,வேண்டிய
thevai,தேவை
yerpadumpothu,ஏற்படும்போது
anthak,அந்தக்
kuripitta,குறிப்பிட்ட
izhaiyin,இழையின்
thagaval,தகவல்
varisaiyil,வரிசையில்
oru,ஒரு
seithi,செய்தி
anuppappadum,அனுப்பப்படும்
</s>,</s>
sitharu,சிதறு
thengaay,தேங்காய்
</s>,</s>
kanaththirkul,கணத்திற்குள்
appulli,அப்புள்ளி
amaiyumaanal,அமையுமானால்
saarbu,சார்பு
migai,மிகை
mathippaiyum,மதிப்பையும்
kanaththirkku,கணத்திற்கு
veliye,வெளியே
amaiyumaanaal,அமையுமானால்
saarbu,சார்பு
kurai,குறை
mathippaiyum,மதிப்பையும்
perugirathu,பெறுகிறது
</s>,</s>
yesuvin,இயேசுவின்
annai,அன்னை
mariyaavin,மரியாவின்
maanbinaik,மாண்பினைக்
kavingar,கவிஞர்
ivvaaru,இவ்வாறு
paadugiraar,பாடுகிறார்
</s>,</s>
relax,ரிலாக்ஸ்
corner,கார்னர்
</s>,</s>
england,இங்கிலாந்து
premier,பிரீமியர்
league,லீக்
aniyaana,அணியான
arsenalukkum,ஆர்சனலுக்கும்
france,பிரான்ஸ்
thesiya,தேசிய
kaarpanthu,காற்பந்து
anikkaagavum,அணிக்காகவும்
aadi,ஆடி
varugiraar,வருகிறார்
</s>,</s>
20,20
aam,ஆம்
noottraanduth,நூற்றாண்டுத்
thodakkaththil,தொடக்கத்தில்
padiyedu,படியெடு
thaal,தாள்
tracing,tracing
yenappadum,எனப்படும்
oruvagai,ஒருவகை
olikasiyum,ஒளிகசியும்
thaal,தாள்
arimugamaana,அறிமுகமான
pinnar,பின்னர்
varai,வரை
padangal,படங்கள்
padiyedu,படியெடு
thaalgalil,தாள்களில்
varaiyappattana,வரையப்பட்டன
</s>,</s>
thepraa,தேப்ரா
yelmegireen,எல்மெகிரீன்
</s>,</s>
pala,பல
vazhigalil,வழிகளில்
pugalida,புகலிட
oor,ஊர்
ondriyangal,ஒன்றியங்கள்
oor,ஊர்
makklin,மக்களின்
nalangalukku,நலன்களுக்கு
uthavigalai,உதவிகளை
aliththaalum,அளித்தாலும்
pulampeyarnthavargalin,புலம்பெயர்ந்தவர்களின்
aavalgal,ஆவல்கள்
oor,ஊர்
makkalin,மக்களின்
neradi,நேரடி
thevaigaludan,தேவைகளுடன்
ondriyamaiyamalum,ஒன்றியமையாமலும்
amaivathundu,அமைவதுண்டு
kurippaaga,குறிப்பாக
arasiyal,அரசியல்
nilaippaadugalil,நிலைப்பாடுகளில்
</s>,</s>
itharkidaiye,இதற்கிடையே
oru,ஒரு
naal,நாள்
sriram,ஸ்ரீராம்
raguvaip,ரகுவைப்
pinpattriyapothu,பின்பற்றியபோது
geethavudannana,கீதாவுடனான
suganya)avarathu,சுகன்யா)அவரது
uravai,உறவைப்
pattri,பற்றி
therinthu,தெரிந்து
kolgiraan,கொள்கிறான்
</s>,</s>
varalaaru,வரலாறு
kaanaatha,காணாத
nigazhvaaga,நிகழ்வாக
ithu,இது
nadaippettrathu,நடைபெற்றது
</s>,</s>
oore,ஊரே
avan,அவன்
solvathaik,சொல்வதைக்
ketkirathu,கேட்கிறது
</s>,</s>
ithanmoolam,இதன்மூலம்
thanithani,தனித்தனி
natchathirangalal,நட்சத்திரங்களால்
yetta,எட்ட
mudiyatha,முடியாத
kattanggalai,கட்டங்களை
uruvaakugirathu,உருவாக்குகிறது
</s>,</s>
pazangalum,பழங்களும்
kaikarigalum,காய்கறிகளும்
</s>,</s>
oru,ஒரு
nilaiyaana,நிலையான
kadan,கடன்
thogaikku,தொகைக்கு
ovvoru,ஒவ்வொரு
maathamum,மாதமும்
oru,ஒரு
kurippitta,குறிப்பிட்ட
thethiyil,தேதியில்
vatti,வட்டி
mattrum,மற்றும்
asal,அசல்
serntha,சேர்ந்த
oru,ஒரு
nilaiyaana,நிலையான
thokaiyai,தொகையை
kurippitta,குறிப்பிட்ட
aandugalukku,ஆண்டுகளுக்கு
muzhukadanum,முழுகடனும்
seluththum,செலுத்தும்
kanakkeetu,கணக்கீட்டு
muraiyaagum,முறையாகும்
</s>,</s>
ivar,இவர்
enthavoru,எந்தவொரு
thervuth,தேர்வுத்
thuduppaattap,துடுப்பாட்டப்
pottiyilum,போட்டியிலும்
kalanthu,கலந்து
kollavillai,கொள்ளவில்லை
</s>,</s>
intha,இந்தப்
pottiyil,போட்டியில்
ilangai,இலங்கை
ani,அணி
50,50
ottangal,ஓட்டங்கள்
viththiyasaththil,வித்தியாசத்தில்
vettri,வெற்றி
pettrathu,பெற்றது
</s>,</s>
kairegaigalil,கைரேகைகளின்
amaippugalil,அமைப்புகளில்
miga,மிக
mukkiyamaana,முக்கியமான
thaththurooba,தத்துரூப
amsam,அம்சம்
yaathenil,யாதெனில்
ovvoru,ஒவ்வொரு
regaiyin,ரேகையின்
mudivu,முடிவு
vadivam,வடிவம்
aagum,ஆகும்
</s>,</s>
